ACDNet NIfTI Volume Quality Evaluation
Date: 2025-03-23 08:36:27
dataset7_CLINIC_metal_0006_data.nii.gz[289]     17.61    0.8655
dataset7_CLINIC_metal_0006_data.nii.gz[290]     17.59    0.8659
dataset7_CLINIC_metal_0006_data.nii.gz[291]     17.61    0.8659
dataset7_CLINIC_metal_0006_data.nii.gz[292]     17.63    0.8653
dataset7_CLINIC_metal_0006_data.nii.gz[293]     17.68    0.8647
dataset7_CLINIC_metal_0006_data.nii.gz[294]     17.72    0.8644
dataset7_CLINIC_metal_0006_data.nii.gz[295]     17.71    0.8636
dataset7_CLINIC_metal_0006_data.nii.gz[296]     17.81    0.8628
dataset7_CLINIC_metal_0006_data.nii.gz[297]     17.90    0.8621
dataset7_CLINIC_metal_0007_data.nii.gz[096]     18.68    0.8245
dataset7_CLINIC_metal_0007_data.nii.gz[097]     18.68    0.8258
dataset7_CLINIC_metal_0007_data.nii.gz[098]     18.67    0.8269
dataset7_CLINIC_metal_0007_data.nii.gz[099]     18.67    0.8279
dataset7_CLINIC_metal_0007_data.nii.gz[100]     18.67    0.8283
dataset7_CLINIC_metal_0007_data.nii.gz[101]     18.66    0.8288
dataset7_CLINIC_metal_0007_data.nii.gz[102]     18.66    0.8290
dataset7_CLINIC_metal_0007_data.nii.gz[103]     18.66    0.8292
dataset7_CLINIC_metal_0007_data.nii.gz[104]     18.66    0.8293
dataset7_CLINIC_metal_0007_data.nii.gz[105]     18.66    0.8290
dataset7_CLINIC_metal_0007_data.nii.gz[106]     18.65    0.8285
dataset7_CLINIC_metal_0007_data.nii.gz[107]     18.66    0.8288
dataset7_CLINIC_metal_0007_data.nii.gz[108]     18.66    0.8287
dataset7_CLINIC_metal_0007_data.nii.gz[109]     18.66    0.8283
dataset7_CLINIC_metal_0007_data.nii.gz[110]     18.66    0.8280
dataset7_CLINIC_metal_0007_data.nii.gz[111]     18.66    0.8282
dataset7_CLINIC_metal_0007_data.nii.gz[112]     18.67    0.8280
dataset7_CLINIC_metal_0007_data.nii.gz[113]     18.67    0.8276
dataset7_CLINIC_metal_0007_data.nii.gz[114]     18.67    0.8273
dataset7_CLINIC_metal_0007_data.nii.gz[115]     18.67    0.8269
dataset7_CLINIC_metal_0007_data.nii.gz[116]     18.67    0.8263
dataset7_CLINIC_metal_0007_data.nii.gz[117]     18.67    0.8260
dataset7_CLINIC_metal_0007_data.nii.gz[118]     18.67    0.8257
dataset7_CLINIC_metal_0007_data.nii.gz[119]     18.67    0.8251
dataset7_CLINIC_metal_0007_data.nii.gz[120]     18.67    0.8242
dataset7_CLINIC_metal_0007_data.nii.gz[121]     18.67    0.8231
dataset7_CLINIC_metal_0007_data.nii.gz[122]     18.67    0.8218
dataset7_CLINIC_metal_0007_data.nii.gz[123]     18.67    0.8202
dataset7_CLINIC_metal_0007_data.nii.gz[124]     18.67    0.8189
dataset7_CLINIC_metal_0007_data.nii.gz[125]     18.67    0.8180
dataset7_CLINIC_metal_0007_data.nii.gz[126]     18.67    0.8172
dataset7_CLINIC_metal_0007_data.nii.gz[127]     18.67    0.8168
dataset7_CLINIC_metal_0007_data.nii.gz[128]     18.67    0.8166
dataset7_CLINIC_metal_0007_data.nii.gz[129]     18.67    0.8163
dataset7_CLINIC_metal_0007_data.nii.gz[130]     18.67    0.8163
dataset7_CLINIC_metal_0007_data.nii.gz[131]     18.67    0.8155
dataset7_CLINIC_metal_0007_data.nii.gz[132]     18.67    0.8145
dataset7_CLINIC_metal_0007_data.nii.gz[133]     18.67    0.8140
dataset7_CLINIC_metal_0007_data.nii.gz[134]     18.67    0.8125
dataset7_CLINIC_metal_0007_data.nii.gz[135]     18.67    0.8111
dataset7_CLINIC_metal_0007_data.nii.gz[136]     18.67    0.8101
dataset7_CLINIC_metal_0007_data.nii.gz[137]     18.64    0.8098
dataset7_CLINIC_metal_0007_data.nii.gz[138]     18.59    0.8101
dataset7_CLINIC_metal_0007_data.nii.gz[139]     18.56    0.8102
dataset7_CLINIC_metal_0007_data.nii.gz[140]     18.53    0.8095
dataset7_CLINIC_metal_0007_data.nii.gz[141]     18.52    0.8090
dataset7_CLINIC_metal_0007_data.nii.gz[142]     18.52    0.8085
dataset7_CLINIC_metal_0007_data.nii.gz[143]     18.52    0.8082
dataset7_CLINIC_metal_0007_data.nii.gz[144]     18.52    0.8080
dataset7_CLINIC_metal_0007_data.nii.gz[145]     18.52    0.8078
dataset7_CLINIC_metal_0007_data.nii.gz[146]     18.52    0.8068
dataset7_CLINIC_metal_0007_data.nii.gz[147]     18.52    0.8058
dataset7_CLINIC_metal_0007_data.nii.gz[148]     18.52    0.8054
dataset7_CLINIC_metal_0007_data.nii.gz[149]     18.52    0.8044
dataset7_CLINIC_metal_0007_data.nii.gz[150]     18.52    0.8037
dataset7_CLINIC_metal_0007_data.nii.gz[151]     18.53    0.8036
dataset7_CLINIC_metal_0007_data.nii.gz[152]     18.53    0.8029
dataset7_CLINIC_metal_0007_data.nii.gz[153]     18.53    0.8019
dataset7_CLINIC_metal_0007_data.nii.gz[154]     18.52    0.8007
dataset7_CLINIC_metal_0007_data.nii.gz[155]     18.52    0.7991
dataset7_CLINIC_metal_0007_data.nii.gz[156]     18.52    0.7977
dataset7_CLINIC_metal_0007_data.nii.gz[157]     18.52    0.7963
dataset7_CLINIC_metal_0007_data.nii.gz[158]     18.52    0.7952
dataset7_CLINIC_metal_0007_data.nii.gz[159]     18.52    0.7941
dataset7_CLINIC_metal_0007_data.nii.gz[160]     18.52    0.7932
dataset7_CLINIC_metal_0007_data.nii.gz[161]     18.52    0.7924
dataset7_CLINIC_metal_0007_data.nii.gz[162]     18.52    0.7917
dataset7_CLINIC_metal_0007_data.nii.gz[163]     18.52    0.7912
dataset7_CLINIC_metal_0007_data.nii.gz[164]     18.50    0.7915
dataset7_CLINIC_metal_0007_data.nii.gz[165]     18.38    0.7922
dataset7_CLINIC_metal_0007_data.nii.gz[166]     18.28    0.7922
dataset7_CLINIC_metal_0007_data.nii.gz[167]     18.21    0.7919
dataset7_CLINIC_metal_0007_data.nii.gz[168]     18.20    0.7917
dataset7_CLINIC_metal_0007_data.nii.gz[169]     18.22    0.7910
dataset7_CLINIC_metal_0007_data.nii.gz[170]     18.24    0.7898
dataset7_CLINIC_metal_0007_data.nii.gz[171]     18.27    0.7891
dataset7_CLINIC_metal_0007_data.nii.gz[172]     18.31    0.7886
dataset7_CLINIC_metal_0007_data.nii.gz[173]     18.31    0.7877
dataset7_CLINIC_metal_0007_data.nii.gz[174]     18.32    0.7876
dataset7_CLINIC_metal_0007_data.nii.gz[175]     18.34    0.7874
dataset7_CLINIC_metal_0007_data.nii.gz[176]     18.36    0.7876
dataset7_CLINIC_metal_0007_data.nii.gz[177]     18.31    0.7881
dataset7_CLINIC_metal_0007_data.nii.gz[178]     18.27    0.7886
dataset7_CLINIC_metal_0007_data.nii.gz[179]     18.28    0.7885
dataset7_CLINIC_metal_0007_data.nii.gz[180]     18.31    0.7885
dataset7_CLINIC_metal_0007_data.nii.gz[181]     18.31    0.7880
dataset7_CLINIC_metal_0007_data.nii.gz[182]     18.30    0.7873
dataset7_CLINIC_metal_0007_data.nii.gz[183]     18.33    0.7873
dataset7_CLINIC_metal_0007_data.nii.gz[184]     18.39    0.7875
dataset7_CLINIC_metal_0007_data.nii.gz[185]     18.43    0.7870
dataset7_CLINIC_metal_0007_data.nii.gz[186]     18.47    0.7873
dataset7_CLINIC_metal_0007_data.nii.gz[187]     18.48    0.7874
dataset7_CLINIC_metal_0007_data.nii.gz[188]     18.49    0.7873
dataset7_CLINIC_metal_0007_data.nii.gz[189]     18.46    0.7888
dataset7_CLINIC_metal_0007_data.nii.gz[190]     18.41    0.7908
dataset7_CLINIC_metal_0007_data.nii.gz[191]     18.41    0.7929
dataset7_CLINIC_metal_0007_data.nii.gz[192]     18.42    0.7943
dataset7_CLINIC_metal_0007_data.nii.gz[193]     18.39    0.7954
dataset7_CLINIC_metal_0007_data.nii.gz[194]     18.37    0.7971
dataset7_CLINIC_metal_0007_data.nii.gz[195]     18.36    0.7981
dataset7_CLINIC_metal_0007_data.nii.gz[196]     18.35    0.7992
dataset7_CLINIC_metal_0007_data.nii.gz[197]     18.32    0.8001
dataset7_CLINIC_metal_0007_data.nii.gz[198]     18.29    0.8004
dataset7_CLINIC_metal_0007_data.nii.gz[199]     18.32    0.8009
dataset7_CLINIC_metal_0007_data.nii.gz[200]     18.36    0.8023
dataset7_CLINIC_metal_0007_data.nii.gz[201]     18.34    0.8035
dataset7_CLINIC_metal_0007_data.nii.gz[202]     18.32    0.8051
dataset7_CLINIC_metal_0007_data.nii.gz[203]     18.36    0.8065
dataset7_CLINIC_metal_0007_data.nii.gz[204]     18.31    0.8085
dataset7_CLINIC_metal_0007_data.nii.gz[205]     18.24    0.8101
dataset7_CLINIC_metal_0007_data.nii.gz[206]     18.20    0.8104
dataset7_CLINIC_metal_0007_data.nii.gz[207]     18.17    0.8112
dataset7_CLINIC_metal_0007_data.nii.gz[208]     18.11    0.8116
dataset7_CLINIC_metal_0007_data.nii.gz[209]     18.11    0.8111
dataset7_CLINIC_metal_0007_data.nii.gz[210]     18.16    0.8114
dataset7_CLINIC_metal_0007_data.nii.gz[211]     18.15    0.8129
dataset7_CLINIC_metal_0007_data.nii.gz[212]     18.17    0.8161
dataset7_CLINIC_metal_0007_data.nii.gz[213]     18.18    0.8177
dataset7_CLINIC_metal_0007_data.nii.gz[214]     18.16    0.8186
dataset7_CLINIC_metal_0007_data.nii.gz[215]     18.18    0.8190
dataset7_CLINIC_metal_0007_data.nii.gz[216]     18.13    0.8202
dataset7_CLINIC_metal_0007_data.nii.gz[217]     18.04    0.8212
dataset7_CLINIC_metal_0007_data.nii.gz[218]     18.01    0.8213
dataset7_CLINIC_metal_0007_data.nii.gz[219]     18.12    0.8221
dataset7_CLINIC_metal_0007_data.nii.gz[220]     18.21    0.8225
dataset7_CLINIC_metal_0007_data.nii.gz[221]     18.24    0.8232
dataset7_CLINIC_metal_0007_data.nii.gz[222]     18.25    0.8234
dataset7_CLINIC_metal_0007_data.nii.gz[223]     18.31    0.8231
dataset7_CLINIC_metal_0007_data.nii.gz[224]     18.41    0.8216
dataset7_CLINIC_metal_0007_data.nii.gz[225]     18.47    0.8207
dataset7_CLINIC_metal_0007_data.nii.gz[226]     18.47    0.8213
dataset7_CLINIC_metal_0007_data.nii.gz[227]     18.46    0.8221
dataset7_CLINIC_metal_0007_data.nii.gz[228]     18.46    0.8226
dataset7_CLINIC_metal_0007_data.nii.gz[229]     18.46    0.8236
dataset7_CLINIC_metal_0007_data.nii.gz[230]     18.47    0.8245
dataset7_CLINIC_metal_0007_data.nii.gz[231]     18.49    0.8259
dataset7_CLINIC_metal_0007_data.nii.gz[232]     18.48    0.8271
dataset7_CLINIC_metal_0007_data.nii.gz[233]     18.47    0.8275
dataset7_CLINIC_metal_0007_data.nii.gz[234]     18.43    0.8271
dataset7_CLINIC_metal_0007_data.nii.gz[235]     18.42    0.8271
dataset7_CLINIC_metal_0007_data.nii.gz[236]     18.37    0.8305
dataset7_CLINIC_metal_0007_data.nii.gz[237]     18.37    0.8334
dataset7_CLINIC_metal_0007_data.nii.gz[238]     18.36    0.8342
dataset7_CLINIC_metal_0007_data.nii.gz[239]     18.35    0.8315
dataset7_CLINIC_metal_0007_data.nii.gz[240]     18.35    0.8308
dataset7_CLINIC_metal_0007_data.nii.gz[241]     18.38    0.8315
dataset7_CLINIC_metal_0007_data.nii.gz[242]     18.45    0.8314
dataset7_CLINIC_metal_0007_data.nii.gz[243]     18.48    0.8315
dataset7_CLINIC_metal_0007_data.nii.gz[244]     18.53    0.8318
dataset7_CLINIC_metal_0007_data.nii.gz[245]     18.64    0.8309
dataset7_CLINIC_metal_0007_data.nii.gz[246]     18.67    0.8310
dataset7_CLINIC_metal_0007_data.nii.gz[247]     18.67    0.8319
dataset7_CLINIC_metal_0007_data.nii.gz[248]     18.67    0.8329
dataset7_CLINIC_metal_0007_data.nii.gz[249]     18.67    0.8342
dataset7_CLINIC_metal_0007_data.nii.gz[250]     18.67    0.8354
dataset7_CLINIC_metal_0007_data.nii.gz[251]     18.67    0.8367
dataset7_CLINIC_metal_0007_data.nii.gz[252]     18.67    0.8374
dataset7_CLINIC_metal_0007_data.nii.gz[253]     18.67    0.8384
dataset7_CLINIC_metal_0007_data.nii.gz[254]     18.67    0.8392
dataset7_CLINIC_metal_0007_data.nii.gz[255]     18.67    0.8398
dataset7_CLINIC_metal_0007_data.nii.gz[256]     18.67    0.8405
dataset7_CLINIC_metal_0007_data.nii.gz[257]     18.67    0.8412
dataset7_CLINIC_metal_0007_data.nii.gz[258]     18.67    0.8417
dataset7_CLINIC_metal_0007_data.nii.gz[259]     18.67    0.8425
dataset7_CLINIC_metal_0007_data.nii.gz[260]     18.67    0.8439
dataset7_CLINIC_metal_0007_data.nii.gz[261]     18.67    0.8451
dataset7_CLINIC_metal_0007_data.nii.gz[262]     18.67    0.8457
dataset7_CLINIC_metal_0007_data.nii.gz[263]     18.59    0.8476
dataset7_CLINIC_metal_0007_data.nii.gz[264]     18.51    0.8500
dataset7_CLINIC_metal_0007_data.nii.gz[265]     18.49    0.8514
dataset7_CLINIC_metal_0007_data.nii.gz[266]     18.46    0.8528
dataset7_CLINIC_metal_0007_data.nii.gz[267]     18.46    0.8545
dataset7_CLINIC_metal_0007_data.nii.gz[268]     18.41    0.8566
dataset7_CLINIC_metal_0007_data.nii.gz[269]     18.28    0.8585
dataset7_CLINIC_metal_0007_data.nii.gz[270]     18.32    0.8581
dataset7_CLINIC_metal_0007_data.nii.gz[271]     18.38    0.8575
dataset7_CLINIC_metal_0007_data.nii.gz[272]     18.32    0.8577
dataset7_CLINIC_metal_0007_data.nii.gz[273]     18.21    0.8594
dataset7_CLINIC_metal_0007_data.nii.gz[274]     18.14    0.8601
dataset7_CLINIC_metal_0007_data.nii.gz[275]     18.08    0.8604
dataset7_CLINIC_metal_0007_data.nii.gz[276]     18.09    0.8608
dataset7_CLINIC_metal_0007_data.nii.gz[277]     17.99    0.8609
dataset7_CLINIC_metal_0007_data.nii.gz[278]     17.89    0.8620
dataset7_CLINIC_metal_0007_data.nii.gz[279]     17.90    0.8634
dataset7_CLINIC_metal_0007_data.nii.gz[280]     17.96    0.8642
dataset7_CLINIC_metal_0007_data.nii.gz[281]     17.97    0.8644
dataset7_CLINIC_metal_0007_data.nii.gz[282]     17.92    0.8653
dataset7_CLINIC_metal_0007_data.nii.gz[283]     17.87    0.8660
dataset7_CLINIC_metal_0007_data.nii.gz[284]     17.92    0.8663
dataset7_CLINIC_metal_0007_data.nii.gz[285]     18.02    0.8663
dataset7_CLINIC_metal_0007_data.nii.gz[286]     18.13    0.8672
dataset7_CLINIC_metal_0007_data.nii.gz[287]     18.35    0.8673
dataset7_CLINIC_metal_0007_data.nii.gz[288]     18.46    0.8680
dataset7_CLINIC_metal_0007_data.nii.gz[289]     18.47    0.8675
dataset7_CLINIC_metal_0007_data.nii.gz[290]     18.60    0.8649
dataset7_CLINIC_metal_0007_data.nii.gz[291]     18.69    0.8647
dataset7_CLINIC_metal_0007_data.nii.gz[295]     18.70    0.8683
dataset7_CLINIC_metal_0007_data.nii.gz[299]     18.70    0.8676
dataset7_CLINIC_metal_0007_data.nii.gz[304]     18.70    0.8667
dataset7_CLINIC_metal_0007_data.nii.gz[308]     18.70    0.8672
dataset7_CLINIC_metal_0007_data.nii.gz[313]     18.70    0.8665
dataset7_CLINIC_metal_0007_data.nii.gz[318]     18.71    0.8655
dataset7_CLINIC_metal_0007_data.nii.gz[322]     18.71    0.8623
dataset7_CLINIC_metal_0007_data.nii.gz[330]     18.70    0.8631
dataset7_CLINIC_metal_0007_data.nii.gz[334]     18.71    0.8618
dataset7_CLINIC_metal_0007_data.nii.gz[335]     18.70    0.8617
dataset7_CLINIC_metal_0007_data.nii.gz[345]     18.71    0.8602
dataset7_CLINIC_metal_0008_data.nii.gz[183]     18.69    0.8266
dataset7_CLINIC_metal_0008_data.nii.gz[184]     18.67    0.8268
dataset7_CLINIC_metal_0008_data.nii.gz[185]     18.65    0.8271
dataset7_CLINIC_metal_0008_data.nii.gz[186]     18.67    0.8282
dataset7_CLINIC_metal_0008_data.nii.gz[187]     18.66    0.8310
dataset7_CLINIC_metal_0008_data.nii.gz[188]     18.65    0.8342
dataset7_CLINIC_metal_0008_data.nii.gz[189]     18.63    0.8357
dataset7_CLINIC_metal_0008_data.nii.gz[190]     18.63    0.8372
dataset7_CLINIC_metal_0008_data.nii.gz[191]     18.63    0.8377
dataset7_CLINIC_metal_0008_data.nii.gz[192]     18.64    0.8378
dataset7_CLINIC_metal_0008_data.nii.gz[193]     18.65    0.8370
dataset7_CLINIC_metal_0008_data.nii.gz[194]     18.65    0.8357
dataset7_CLINIC_metal_0008_data.nii.gz[195]     18.65    0.8351
dataset7_CLINIC_metal_0008_data.nii.gz[196]     18.64    0.8341
dataset7_CLINIC_metal_0008_data.nii.gz[197]     18.64    0.8334
dataset7_CLINIC_metal_0008_data.nii.gz[198]     18.63    0.8340
dataset7_CLINIC_metal_0008_data.nii.gz[199]     18.66    0.8342
dataset7_CLINIC_metal_0008_data.nii.gz[200]     18.66    0.8346
dataset7_CLINIC_metal_0008_data.nii.gz[201]     18.68    0.8349
dataset7_CLINIC_metal_0008_data.nii.gz[202]     18.68    0.8348
dataset7_CLINIC_metal_0008_data.nii.gz[203]     18.66    0.8358
dataset7_CLINIC_metal_0008_data.nii.gz[204]     18.66    0.8374
dataset7_CLINIC_metal_0008_data.nii.gz[205]     18.65    0.8398
dataset7_CLINIC_metal_0008_data.nii.gz[206]     18.65    0.8429
dataset7_CLINIC_metal_0008_data.nii.gz[207]     18.64    0.8450
dataset7_CLINIC_metal_0008_data.nii.gz[208]     18.63    0.8465
dataset7_CLINIC_metal_0008_data.nii.gz[209]     18.64    0.8470
dataset7_CLINIC_metal_0008_data.nii.gz[210]     18.65    0.8473
dataset7_CLINIC_metal_0008_data.nii.gz[211]     18.66    0.8465
dataset7_CLINIC_metal_0008_data.nii.gz[212]     18.66    0.8457
dataset7_CLINIC_metal_0008_data.nii.gz[213]     18.66    0.8448
dataset7_CLINIC_metal_0008_data.nii.gz[214]     18.64    0.8424
dataset7_CLINIC_metal_0008_data.nii.gz[215]     18.63    0.8404
dataset7_CLINIC_metal_0008_data.nii.gz[216]     18.65    0.8400
dataset7_CLINIC_metal_0008_data.nii.gz[217]     18.67    0.8398
dataset7_CLINIC_metal_0008_data.nii.gz[218]     18.69    0.8403
dataset7_CLINIC_metal_0009_data.nii.gz[039]     18.63    0.7211
dataset7_CLINIC_metal_0009_data.nii.gz[040]     18.56    0.7223
dataset7_CLINIC_metal_0009_data.nii.gz[041]     18.54    0.7218
dataset7_CLINIC_metal_0009_data.nii.gz[042]     18.49    0.7228
dataset7_CLINIC_metal_0009_data.nii.gz[043]     18.42    0.7235
dataset7_CLINIC_metal_0009_data.nii.gz[044]     18.29    0.7214
dataset7_CLINIC_metal_0009_data.nii.gz[045]     18.14    0.7249
dataset7_CLINIC_metal_0009_data.nii.gz[046]     18.03    0.7252
dataset7_CLINIC_metal_0009_data.nii.gz[047]     17.99    0.7235
dataset7_CLINIC_metal_0009_data.nii.gz[048]     17.89    0.7234
dataset7_CLINIC_metal_0009_data.nii.gz[049]     17.82    0.7274
dataset7_CLINIC_metal_0009_data.nii.gz[050]     17.82    0.7294
dataset7_CLINIC_metal_0009_data.nii.gz[051]     17.84    0.7288
dataset7_CLINIC_metal_0009_data.nii.gz[052]     17.83    0.7281
dataset7_CLINIC_metal_0009_data.nii.gz[053]     17.81    0.7262
dataset7_CLINIC_metal_0009_data.nii.gz[054]     17.81    0.7273
dataset7_CLINIC_metal_0009_data.nii.gz[055]     17.85    0.7285
dataset7_CLINIC_metal_0009_data.nii.gz[056]     17.89    0.7287
dataset7_CLINIC_metal_0009_data.nii.gz[057]     17.93    0.7274
dataset7_CLINIC_metal_0009_data.nii.gz[058]     17.98    0.7258
dataset7_CLINIC_metal_0009_data.nii.gz[059]     18.05    0.7231
dataset7_CLINIC_metal_0009_data.nii.gz[060]     18.07    0.7206
dataset7_CLINIC_metal_0009_data.nii.gz[061]     18.10    0.7190
dataset7_CLINIC_metal_0009_data.nii.gz[062]     18.21    0.7160
dataset7_CLINIC_metal_0009_data.nii.gz[063]     18.27    0.7115
dataset7_CLINIC_metal_0009_data.nii.gz[064]     18.27    0.7113
dataset7_CLINIC_metal_0009_data.nii.gz[065]     18.27    0.7099
dataset7_CLINIC_metal_0009_data.nii.gz[066]     18.27    0.7098
dataset7_CLINIC_metal_0009_data.nii.gz[067]     18.28    0.7113
dataset7_CLINIC_metal_0009_data.nii.gz[068]     18.32    0.7120
dataset7_CLINIC_metal_0009_data.nii.gz[069]     18.37    0.7118
dataset7_CLINIC_metal_0009_data.nii.gz[070]     18.45    0.7112
dataset7_CLINIC_metal_0009_data.nii.gz[071]     18.48    0.7128
dataset7_CLINIC_metal_0009_data.nii.gz[072]     18.48    0.7149
dataset7_CLINIC_metal_0009_data.nii.gz[073]     18.48    0.7162
dataset7_CLINIC_metal_0009_data.nii.gz[074]     18.50    0.7157
dataset7_CLINIC_metal_0009_data.nii.gz[075]     18.52    0.7164
dataset7_CLINIC_metal_0009_data.nii.gz[076]     18.56    0.7173
dataset7_CLINIC_metal_0009_data.nii.gz[077]     18.62    0.7171
dataset7_CLINIC_metal_0009_data.nii.gz[078]     18.67    0.7162
dataset7_CLINIC_metal_0009_data.nii.gz[091]     18.66    0.7214
dataset7_CLINIC_metal_0009_data.nii.gz[092]     18.63    0.7282
dataset7_CLINIC_metal_0009_data.nii.gz[093]     18.65    0.7336
dataset7_CLINIC_metal_0009_data.nii.gz[094]     18.64    0.7354
dataset7_CLINIC_metal_0009_data.nii.gz[095]     18.63    0.7374
dataset7_CLINIC_metal_0009_data.nii.gz[096]     18.63    0.7371
dataset7_CLINIC_metal_0009_data.nii.gz[097]     18.63    0.7386
dataset7_CLINIC_metal_0009_data.nii.gz[098]     18.63    0.7399
dataset7_CLINIC_metal_0009_data.nii.gz[099]     18.61    0.7399
dataset7_CLINIC_metal_0009_data.nii.gz[100]     18.64    0.7389
dataset7_CLINIC_metal_0009_data.nii.gz[101]     18.63    0.7428
dataset7_CLINIC_metal_0009_data.nii.gz[102]     18.61    0.7452
dataset7_CLINIC_metal_0009_data.nii.gz[103]     18.63    0.7477
dataset7_CLINIC_metal_0009_data.nii.gz[104]     18.63    0.7477
dataset7_CLINIC_metal_0009_data.nii.gz[105]     18.63    0.7485
dataset7_CLINIC_metal_0009_data.nii.gz[106]     18.63    0.7508
dataset7_CLINIC_metal_0009_data.nii.gz[107]     18.63    0.7515
dataset7_CLINIC_metal_0009_data.nii.gz[108]     18.64    0.7505
dataset7_CLINIC_metal_0009_data.nii.gz[109]     18.64    0.7446
dataset7_CLINIC_metal_0009_data.nii.gz[110]     18.68    0.7389
dataset7_CLINIC_metal_0010_data.nii.gz[102]     18.69    0.8185
dataset7_CLINIC_metal_0010_data.nii.gz[103]     18.68    0.8173
dataset7_CLINIC_metal_0010_data.nii.gz[104]     18.68    0.8168
dataset7_CLINIC_metal_0010_data.nii.gz[105]     18.67    0.8168
dataset7_CLINIC_metal_0010_data.nii.gz[106]     18.66    0.8177
dataset7_CLINIC_metal_0010_data.nii.gz[107]     18.66    0.8193
dataset7_CLINIC_metal_0010_data.nii.gz[108]     18.66    0.8205
dataset7_CLINIC_metal_0010_data.nii.gz[109]     18.65    0.8212
dataset7_CLINIC_metal_0010_data.nii.gz[110]     18.65    0.8215
dataset7_CLINIC_metal_0010_data.nii.gz[111]     18.65    0.8207
dataset7_CLINIC_metal_0010_data.nii.gz[112]     18.66    0.8193
dataset7_CLINIC_metal_0010_data.nii.gz[113]     18.66    0.8180
dataset7_CLINIC_metal_0010_data.nii.gz[114]     18.67    0.8170
dataset7_CLINIC_metal_0010_data.nii.gz[115]     18.67    0.8161
dataset7_CLINIC_metal_0010_data.nii.gz[116]     18.68    0.8152
dataset7_CLINIC_metal_0010_data.nii.gz[117]     18.68    0.8136
dataset7_CLINIC_metal_0010_data.nii.gz[118]     18.68    0.8126
dataset7_CLINIC_metal_0010_data.nii.gz[119]     18.68    0.8130
dataset7_CLINIC_metal_0010_data.nii.gz[120]     18.69    0.8129
dataset7_CLINIC_metal_0010_data.nii.gz[123]     18.69    0.8154
dataset7_CLINIC_metal_0010_data.nii.gz[124]     18.69    0.8168

Summary (mean ± std)
PSNR: 18.15 ± 0.52
SSIM: 0.8150 ± 0.0314

Total metal-containing slices evaluated: 1459
